Stop_Signs
STREET,X_STREET,DIRECTION,ST_FACING,DIST,CNN,CONCATENAT,MTAB_DATE,MTAB_RESO_TEXT,MTAB_MOTION,STATUS,WORKORDER,INSTALL_DATE,shape,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
SHIPLEY,5TH ST,,WB,,23935000,SHIPLEY & 5TH ST,,,,,,,POINT (-122.402824 37.779823),32,32,1,10,34
JESSIE ST,10TH ST,SW,EB,0,24423000,JESSIE ST & 10TH ST,,,,,,,POINT (-122.41651 37.77576),32,32,5,10,34
CLEMENTINA,5TH ST,SE,EB,,23939000,CLEMENTINA ST & 5TH ST,,,,,,,POINT (-122.403915 37.780693),32,32,1,10,34
TEHAMA,02ND ST,SW,EB,0,24539000,TEHAMA & 02ND ST,20210730000000,,6441,L,,,POINT (-122.39769 37.786335),32,32,1,10,8
ZOE,BRANNAN,NW,SB,0,23828000,ZOE ST & BRANNAN ST,20201204000000,,6330,I,20-00847,20210121000000,POINT (-122.395294 37.779293),32,32,1,10,34
MINNA,NEW MONTGOMERY,NE,WB,0,24599000,MINNA ST & NEW MONTGOMERY,,,,I,,,POINT (-122.39996 37.787006),32,32,1,10,8
CLEMENTINA,GALLAGHER,SW,EB,,24626000,CLEMENTINA & GALLAGHER,,,,,,,POINT (-122.40284 37.78154),32,32,1,10,34
STILLMAN,03RD ST,SW,EB,,23838000,STILLMAN ST & 03RD ST,,,,I,,,POINT (-122.39636 37.781742),32,32,1,10,8
HARRIET,AHERN,SE,NB,0,23918000,HARRIET ST & AHERN WY,,,,,,,POINT (-122.403946 37.776306),32,32,1,10,34
CAROLINA,15TH ST,SE,NB,0,23848000,15TH ST & CAROLINA,,,,,,,POINT (-122.40086 37.767483),33,33,1,9,4
ALAMEDA,VERMONT,SW,EB,0,23865000,ALAMEDA ST & VERMONT ST,,,,,,,POINT (-122.40486 37.768524),33,33,1,9,4
15TH ST,SAN BRUNO,SW,EB,0,23864000,15TH ST & SAN BRUNO,,,,,,,POINT (-122.40569 37.767197),33,33,3,9,20
WISCONSIN,08TH ST,SW,EB,,23844000,WISCONSIN & 08TH ST,,,,,,,POINT (-122.399666 37.76669),33,33,1,9,4
15TH ST,RHODE ISLAND,NE,WB,0,23857000,15TH ST & RHODE ISLAND,,,,,,,POINT (-122.402794 37.76737),33,33,1,9,4
SAN BRUNO,ALAMEDA,NW,SB,0,23866000,SAN BRUNO & ALAMEDA,,,,,,,POINT (-122.405815 37.768467),33,33,3,9,20
SAN BRUNO,ALAMEDA,SE,NB,0,23866000,SAN BRUNO & ALAMEDA,,,,,,,POINT (-122.405815 37.768467),33,33,3,9,20
DORE,BRYANT,NW,SB,0,24204000,DORE & BRYANT,,,,,,,POINT (-122.40912 37.770817),33,33,1,10,34
15TH ST,HENRY ADAMS,SW,WB,0,23858000,15TH ST & HENRY ADAMS,,,,,,,POINT (-122.40375 37.76731),33,33,1,9,4
HENRY ADAMS,ALAMEDA,NW,SB,0,23862000,HENRY ADAMS & ALAMEDA,,,,,,,POINT (-122.40386 37.768585),33,33,1,9,4
ALAMEDA,VERMONT,NE,WB,0,23865000,ALAMEDA ST & VERMONT ST,,,,,,,POINT (-122.40486 37.768524),33,33,1,9,4
DIVISION,VERMONT,SW,EB,,23879000,DIVISION ST & VERMONT ST,20200612000000,,6255,I,20-01301,20201104000000,POINT (-122.404976 37.76971),33,33,1,9,4
DIVISION,KANSAS,NE,WB,,23878000,DIVISION & KANSAS,,,,,,,POINT (-122.404 37.769768),33,33,1,9,4
SAN BRUNO,DIVISION,SE,NB,0,23880000,SAN BRUNO & DIVISION,,,,,,,POINT (-122.40593 37.769653),33,33,3,9,20
DIVISION,KANSAS,SW,EB,0,23878000,DIVISION & KANSAS,,,,,,,POINT (-122.404 37.769768),33,33,1,9,4
08TH ST,TOWNSEND,NW,SB,,23871000,08TH ST & TOWNSEND ST,,,,,,,POINT (-122.40386 37.770058),33,33,1,9,4
VERMONT,15TH ST,NW,SB,,23863000,VERMONT & 15TH ST,,,,,,,POINT (-122.40474 37.767254),33,33,1,9,4
KING ST,DIVISION,,SB,,33618000,,,,,,,,POINT (-122.40239 37.76986),33,33,1,9,4
VERMONT,DIVISION,SE,NB,,23879000,VERMONT & DIVISION,,,,,,,POINT (-122.404976 37.76971),33,33,1,9,4
UTAH,15TH ST,NW,SB,,24185000,UTAH ST & 15TH ST,,,,I,,,POINT (-122.40666 37.767136),33,33,3,9,20
15TH ST,RHODE ISLAND,SW,EB,0,23857000,15TH ST & RHODE ISLAND,,,,,,,POINT (-122.402794 37.76737),33,33,1,9,4
CAROLINA,15TH ST,NW,SB,0,23848000,15TH ST & CAROLINA,,,,,,,POINT (-122.40086 37.767483),33,33,1,9,4
SAN BRUNO,15TH ST,NW,SB,,23864000,SAN BRUNO & 15TH ST,,,,,,,POINT (-122.40569 37.767197),33,33,3,9,20
ALAMEDA,SAN BRUNO,SW,EB,0,23866000,ALAMEDA ST & SAN BRUNO AVE,,,,,,,POINT (-122.405815 37.768467),33,33,3,9,20
VERMONT,15TH ST,SE,NB,,23863000,VERMONT & 15TH ST,,,,,,,POINT (-122.40474 37.767254),33,33,1,9,4
HOOPER ST,08TH ST,SW,SB,,23846000,,,,,,,,POINT (-122.40041 37.767296),33,33,1,9,4
RHODE ISLAND,15TH ST,SE,NB,0,23857000,RHODE ISLAND ST & 15TH ST,,,,I,,,POINT (-122.402794 37.76737),33,33,1,9,4
RHODE ISLAND,DIVISION,SE,NB,,23869000,RHODE ISLAND ST & DIVISION ST,20171003000000,,171003-122,I,,,POINT (-122.40302 37.769825),33,33,1,9,4
15TH ST,DE HARO,NE,WB,0,23849000,15TH ST & DE HARO,,,,,,,POINT (-122.40183 37.767426),33,33,1,9,4
ALAMEDA,RHODE ISLAND,SW,EB,0,23861000,ALAMEDA ST & RHODE ISLAND ST,,,,I,,,POINT (-122.402916 37.768642),33,33,1,9,4
VERMONT,ALAMEDA,SE,NB,,23865000,VERMONT & ALAMEDA,,,,,,,POINT (-122.40486 37.768524),33,33,1,9,4
15TH ST,CAROLINA,NE,WB,0,23848000,15TH ST & CAROLINA,,,,I,20-01663,20210107000000,POINT (-122.40086 37.767483),33,33,1,9,4
ALAMEDA,RHODE ISLAND,NE,WB,0,23861000,ALAMEDA ST & RHODE ISLAND ST,,,,I,,,POINT (-122.402916 37.768642),33,33,1,9,4
15TH ST,HENRY ADAMS,SW,EB,0,23858000,15TH ST & HENRY ADAMS,,,,,,,POINT (-122.40375 37.76731),33,33,1,9,4
DE HARO,KING,SE,NB,,33618000,DE HARO ST & KING ST,20180403000000,,180403-048,I,18-5556,,POINT (-122.40206 37.76988),33,33,1,9,4
SAN BRUNO,15TH ST,SE,NB,,23864000,SAN BRUNO & 15TH ST,,,,,,,POINT (-122.40569 37.767197),33,33,3,9,20
15TH ST,DE HARO,SW,EB,0,23849000,15TH ST & DE HARO,,,,,,,POINT (-122.40183 37.767426),33,33,1,9,4
08TH ST,IRWIN,SE,NB,,23844000,08TH ST & IRWIN ST,20181204000000,,181204-150,L,,,POINT (-122.399666 37.76669),33,33,1,9,4
ALAMEDA,HENRY ADAMS,SW,EB,0,23862000,ALAMEDA ST & HENRY ADAMS ST,,,,,,,POINT (-122.40386 37.768585),33,33,1,9,4
VERMONT,ALAMEDA,NW,SB,,23865000,VERMONT & ALAMEDA,,,,,,,POINT (-122.40486 37.768524),33,33,1,9,4
UTAH,ALAMEDA,SE,NB,,24187000,UTAH ST & ALAMEDA ST,20180821000000,,180821-110,I,18-6469,,POINT (-122.406784 37.76841),33,33,3,9,20
RHODE ISLAND,ALAMEDA,SE,NB,,23861000,RHODE ISLAND ST & ALAMEDA ST,20190507000000,,190504-046,I,19-7965,20190830000000,POINT (-122.402916 37.768642),33,33,1,9,4
09TH ST,DIVISION ST,NW,SB,,23880000,09TH & DIVISION ST,20160301000000,,16-026,,,,POINT (-122.4062 37.76946),33,33,3,9,20
ALAMEDA,DE HARO,SW,EB,,23859000,ALAMEDA ST & DE HARO ST,,,,I,,,POINT (-122.40195 37.7687),33,33,1,9,4
UTAH,15TH ST,SE,NB,,24185000,UTAH ST & 15TH ST,,,,I,,,POINT (-122.40666 37.767136),33,33,3,9,20
15TH ST,CAROLINA,SW,EB,0,23848000,15TH ST & CAROLINA,,,,I,20-01663,20210107000000,POINT (-122.40086 37.767483),33,33,1,9,4
DORE,BRANNAN,NW,SB,,33031000,DORE & BRANNAN,,,,,,,POINT (-122.40758 37.76958),33,33,1,10,20
15TH ST,DE HARO,,SB,,23849000,15TH ST & DE HARO,,,,,,,POINT (-122.40183 37.767426),33,33,1,9,4
15TH ST,KANSAS,SE,NB,,23858000,15TH ST & KANSAS ST,,,,I,,,POINT (-122.40375 37.76731),33,33,1,9,4
ALAMEDA,HENRY ADAMS,NE,WB,0,23862000,ALAMEDA ST & HENRY ADAMS ST,,,,,,,POINT (-122.40386 37.768585),33,33,1,9,4
BERRY,DE HARO,NE,WB,,23860000,BERRY ST & DE HARO ST,,,,,,,POINT (-122.401985 37.769024),33,33,1,9,4
15TH ST,DE HARO,SE,NB,,23849000,15TH ST & DE HARO ST,,,,I,,,POINT (-122.40183 37.767426),33,33,1,9,4
IRWIN,08TH ST,NE,WB,15E,23844000,IRWIN ST & 08TH ST,,,,,,,POINT (-122.399666 37.76669),33,33,1,9,4
RHODE ISLAND,ALAMEDA,NW,SB,,23861000,RHODE ISLAND ST & ALAMEDA ST,20190507000000,,190504-046,I,19-7965,20190830000000,POINT (-122.402916 37.768642),33,33,1,9,4
ALAMEDA,SAN BRUNO,NE,WB,0,23866000,ALAMEDA ST & SAN BRUNO AVE,,,,,,,POINT (-122.405815 37.768467),33,33,3,9,20
RHODE ISLAND,15TH ST,NW,SB,0,23857000,RHODE ISLAND ST & 15TH ST,,,,I,,,POINT (-122.402794 37.76737),33,33,1,9,4
DIVISION,TOWNSEND,NE,WB,0,33619000,DIVISION & TOWNSEND,,,,,,,POINT (-122.40438 37.769745),33,33,1,9,4
15TH ST,VERMONT,SW,EB,0,23863000,15TH ST & VERMONT,,,,,,,POINT (-122.40474 37.767254),33,33,1,9,4
DIVISION,KING,SW,EB,,33618000,DIVISION ST & KING ST,20180403000000,,180403-048,I,18-5556,,POINT (-122.40239 37.76986),33,33,1,9,4
KANSAS ST,DIVISION,SE,NB,0,23878000,KANSAS ST & DIVISION,,,,,,,POINT (-122.404 37.769768),33,33,1,9,4
DIVISION,VERMONT,NE,WB,,23879000,DIVISION ST & VERMONT ST,20200612000000,,6255,I,20-01301,20201104000000,POINT (-122.404976 37.76971),33,33,1,9,4
15TH ST,KANSAS,,SB,,23858000,15TH ST & KANSAS,,,,,,,POINT (-122.40375 37.76731),33,33,1,9,4
15TH ST,VERMONT,NE,WB,0,23863000,15TH ST & VERMONT,,,,,,,POINT (-122.40474 37.767254),33,33,1,9,4
15TH ST,SAN BRUNO,NE,WB,0,23864000,15TH ST & SAN BRUNO,,,,,,,POINT (-122.40569 37.767197),33,33,3,9,20
HENRY ADAMS,ALAMEDA,SE,NB,0,23862000,HENRY ADAMS & ALAMEDA,,,,,,,POINT (-122.40386 37.768585),33,33,1,9,4
KING ST,07TH ST,SW,EB,0,23853000,KING ST & 07TH ST,,,,,,,POINT (-122.40079 37.771133),34,34,1,10,4
05TH ST,BERRY,NW,SB,,23818000,05TH ST & BERRY,,,,,,,POINT (-122.39556 37.774025),34,34,1,10,4
CHANNEL,EL DORADO,SW,EB,,19993000,CHANNEL ST & EL DORADO ST,,,,I,19-7529,20190503000000,POINT (-122.39378 37.772614),34,34,1,10,4
BERRY,07TH ST,SW,EB,0,23851000,BERRY ST & 07TH ST,,,,,,,POINT (-122.40001 37.77051),34,34,1,10,4
CHANNEL,EL DORADO,SW,EB,,19993000,CHANNEL ST & EL DORADO ST,,,,I,19-7529,20190503000000,POINT (-122.39393 37.772503),34,34,1,10,4
IRWIN,07TH ST,SW,EB,,23790000,IRWIN ST & 07TH ST,20170418000000,,170418-044,,,,POINT (-122.39741 37.768433),34,34,1,10,4
TOWNSEND,05TH ST,SW,EB,,23823000,TOWNSEND ST & 05TH ST,,,,I,18-6839,20190319000000,POINT (-122.397194 37.775326),34,34,1,10,4
06TH ST,TOWNSEND,SE,NB,0,23855000,06TH ST & TOWNSEND,,,,,,,POINT (-122.39942 37.773567),34,34,1,10,4
KING ST,07TH ST,NE,WB,0,23853000,KING ST & 07TH ST,,,,,,,POINT (-122.40079 37.771133),34,34,1,10,4
TERRY FRANCOIS,MISSION ROCK,,SB,,23577000,TERRY FRANCOIS & MISSION ROCK,,,,,,,POINT (-122.3874 37.773335),34,34,1,10,4
BERRY,05TH ST,SW,EB,,23818000,BERRY ST & 05TH ST,,,,,,,POINT (-122.39556 37.774025),34,34,1,10,4
HOOPER,07TH ST,SW,EB,,23847000,HOOPER ST & 07TH ST,,,,I,18-6118,,POINT (-122.39903 37.769726),34,34,1,10,4
TOWNSEND,05TH ST,NE,WB,,23823000,TOWNSEND ST & 05TH ST,,,,I,19-8234,20190909000000,POINT (-122.397194 37.775326),34,34,1,10,4
ILLINOIS,16TH ST,NW,SB,0,23575000,ILLINOIS ST & 16TH ST,,,,,,,POINT (-122.38815 37.766953),34,34,1,10,4
MISSION ROCK,CHINA BASIN(TERRY A,SW,EB,0,23577000,MISSION ROCK & CHINA BASIN(TERRY A,,,,,,,POINT (-122.3874 37.77333),34,34,1,10,4
ILLINOIS,16TH ST,SE,NB,0,23575000,ILLINOIS ST & 16TH ST,,,,,,,POINT (-122.38815 37.766953),34,34,1,10,4
BERRY,05TH ST,NE,WB,,23818000,BERRY ST & 05TH ST,,,,,,,POINT (-122.39556 37.774025),34,34,1,10,4
CHANNEL,EL DORADO,NE,WB,,19993000,CHANNEL ST & EL DORADO ST,,,,I,19-7529,20190503000000,POINT (-122.39378 37.772614),34,34,1,10,4
CHANNEL,EL DORADO,NE,WB,,34173000,CHANNEL ST & EL DORADO ST,,,,I,19-7529,20190503000000,POINT (-122.39364 37.772728),34,34,1,10,4
16TH ST,ILLINOIS,NE,WB,,23575000,16TH ST & ILLINOIS ST,,,,I,18-5653,,POINT (-122.38815 37.766953),34,34,1,10,4
HUBBELL ST,07TH ST,SW,EB,,23789000,HUBBELL & 07TH ST,20170418000000,,170418-044,,,,POINT (-122.39664 37.76782),34,34,1,9,4
TOWNSEND,05TH ST,SW,EB,,23823000,TOWNSEND ST & 05TH ST,,,,I,19-8234,20190909000000,POINT (-122.397194 37.775326),34,34,1,10,4
TERRY FRANCOIS,MISSION ROCK,,NB,,23577000,TERRY FRANCOIS & MISSION ROCK,,,,,,,POINT (-122.3874 37.773335),34,34,1,10,4
06TH ST,TOWNSEND,NW,SB,0,23855000,06TH ST & TOWNSEND,,,,,,,POINT (-122.39942 37.773567),34,34,1,10,4
05TH ST,TOWNSEND,NW,SB,0,23823000,05TH ST & TOWNSEND ST,,,,I,,,POINT (-122.397194 37.775326),34,34,1,10,4
CAMPUS,4TH ST,NE,WB,0,54094000,4TH ST & CAMPUS,,,,I,20-01637,20210105000000,POINT (-122.39088 37.767773),34,34,1,10,4
16TH ST,ILLINOIS,SW,EB,,23575000,16TH ST & ILLINOIS ST,,,,I,18-5653,,POINT (-122.38815 37.766953),34,34,1,10,4
HOOPER,07TH ST,SW,EB,,23791000,HOOPER & 07TH ST,20170418000000,,170418-044,I,18-6118,,POINT (-122.39816 37.769035),34,34,1,10,4
11TH ST,AVENUE I,SW,EB,,34086000,11TH ST & AVENUE I,20190604000000,,190604-059,I,19-7916,20200707000000,POINT (-122.36996 37.827377),36,36,1,10,37
11TH ST,AVENUE I,NE,WB,,34086000,11TH ST & AVENUE I,20190604000000,,190604-059,I,19-7916,20200707000000,POINT (-122.36996 37.827377),36,36,1,10,37
CUMBERLAND,DOLORES,NE,WB,0,25682000,CUMBERLAND & DOLORES,,,,,,,POINT (-122.42583 37.759026),37,37,3,5,20
CHURCH,19TH ST,NW,SB,0,25710000,CHURCH ST & 19TH ST,,,,,,,POINT (-122.42819 37.759686),37,37,3,5,5
SANCHEZ,17TH ST,NW,SB,0,25796000,SANCHEZ ST & 17TH ST,,,,I,,,POINT (-122.43071 37.76275),37,37,3,5,5
LINDA ST,19TH ST,SE,NB,,25672000,LINDA & 19TH ST,,,,,,,POINT (-122.42287 37.76001),37,37,3,5,20
CLINTON PARK,GUERRERO,SW,EB,0,33026000,CLINTON PARK & GUERRERO ST,,,,I,,,POINT (-122.42456 37.769127),37,37,3,5,20
DORLAND,DOLORES,NE,WB,,25691000,DORLAND & DOLORES,,,,,,,POINT (-122.42613 37.762154),37,37,3,5,20
LINDA ST,19TH ST,NW,SB,,25672000,LINDA & 19TH ST,,,,,,,POINT (-122.42287 37.76001),37,37,3,5,20
CHURCH,19TH ST,SE,NB,0,25710000,CHURCH ST & 19TH ST,,,,,,,POINT (-122.42819 37.759686),37,37,3,5,5
CAMP,ALBION,SW,EB,,25693000,CAMP ST & ALBION ST,,,,,,,POINT (-122.42276 37.764034),37,37,3,5,20
CHULA,CHURCH,NE,WB,,25725000,CHULA & CHURCH,,,,,,,POINT (-122.42856 37.763573),37,37,3,5,5
ALBION,16TH ST,NW,SB,0,25699000,ALBION & 16TH ST,,,,,,,POINT (-122.423096 37.76484),37,37,3,5,20
CHULA,DOLORES,SW,EB,,25705000,CHULA & DOLORES,,,,,,,POINT (-122.42631 37.763966),37,37,3,5,20
LANDERS ST,16TH ST,NW,SB,0,25724000,LANDERS ST & 16TH ST,,,,,,,POINT (-122.42754 37.76457),37,37,3,5,5
LANDERS ST,14TH ST,SE,NB,0,25874000,LANDERS ST & 14TH ST,,,,,,,POINT (-122.42785 37.767788),37,37,3,5,5
17TH ST,SANCHEZ,SW,EB,0,25796000,17TH ST & SANCHEZ,,,,,,,POINT (-122.43071 37.76275),37,37,3,5,5
17TH ST,SANCHEZ,NE,WB,0,25796000,17TH ST & SANCHEZ,,,,,,,POINT (-122.43071 37.76275),37,37,3,5,5
SHARON,16TH ST,NW,SB,0,25731000,SHARON & 16TH ST,,,,,,,POINT (-122.429756 37.764435),37,37,3,5,5
OAKWOOD,18TH ST,SE,NB,0,25680000,OAKWOOD ST & 18TH ST,20190507000000,,190507-046,I,19-7964,20200122000000,POINT (-122.42501 37.761486),37,37,3,5,20
LAPIDGE ST,18TH ST,SE,NB,0,24161000,LAPIDGE ST & 18TH ST,,,,,,,POINT (-122.4224 37.761646),37,37,3,5,20
ROSEMONT,14TH ST,NW,SB,0,25845000,ROSEMONT & 14TH ST,,,,,,,POINT (-122.42552 37.767933),37,37,3,5,20
SANCHEZ,17TH ST,SE,NB,0,25796000,SANCHEZ ST & 17TH ST,,,,I,,,POINT (-122.43071 37.76275),37,37,3,5,5
19TH ST,CHURCH,SW,EB,,25710000,19TH ST & CHURCH ST,,,,,,,POINT (-122.42819 37.759686),37,37,3,5,5
BROSNAN,GUERRERO,NE,WB,,25843000,BROSNAN ST & GUERRERO ST,20170919000000,,170919-116,,,,POINT (-122.42441 37.768623),37,37,3,5,20
18TH ST,COLLINGWOOD,NE,WB,0,25815000,18TH ST & COLLINGWOOD,,,,,,,POINT (-122.436104 37.76082),38,38,3,5,5
PROSPER,16TH ST,SE,NB,,25798000,PROSPER ST & 16TH ST,20170307000000,,170307-025,I,,,POINT (-122.43169 37.76432),38,38,3,5,5
18TH ST,HARTFORD,SW,EB,,25792000,18TH ST & HARTFORD,,,,,,,POINT (-122.43389 37.76095),38,38,3,5,5
HARTFORD,18TH ST,NW,SB,0,25792000,HARTFORD & 18TH ST,,,,,,,POINT (-122.43389 37.76095),38,38,3,5,5
DIAMOND,18TH ST,SE,NB,0,25818000,DIAMOND ST & 18TH ST,,,,,,,POINT (-122.43718 37.760754),38,38,3,5,5
18TH ST,DIAMOND,SW,EB,0,25818000,18TH ST & DIAMOND,,,,,,,POINT (-122.43718 37.760754),38,38,3,5,5
HARTFORD,18TH ST,SE,NB,0,25792000,HARTFORD & 18TH ST,,,,,,,POINT (-122.43389 37.76095),38,38,3,5,5
17TH ST,DIAMOND,SE,NB,,25828000,17TH ST & DIAMOND ST,,,,I,,,POINT (-122.43733 37.76235),38,38,7,5,5
DIAMOND,18TH ST,NW,SB,0,25818000,DIAMOND ST & 18TH ST,,,,,,,POINT (-122.43718 37.760754),38,38,3,5,5
NOE,17TH ST,NW,SB,0,25803000,NOE & 17TH ST,,,,,,,POINT (-122.43294 37.76261),38,38,3,5,5
17TH ST,NOE,SW,EB,0,25803000,17TH ST & NOE,,,,,,,POINT (-122.43294 37.76261),38,38,3,5,5
COLLINGWOOD,MARKET,SE,NB,0,25820000,COLLINGWOOD & MARKET,,,,,,,POINT (-122.436226 37.762135),38,38,3,5,5
NOE,17TH ST,SE,NB,0,25803000,NOE & 17TH ST,,,,,,,POINT (-122.43294 37.76261),38,38,3,5,5
POND,17TH ST,NW,SB,0,25801000,POND & 17TH ST,,,,,,,POINT (-122.43211 37.762665),38,38,3,5,5
COLLINGWOOD,18TH ST,NW,SB,0,25815000,COLLINGWOOD & 18TH ST,,,,,,,POINT (-122.436104 37.76082),38,38,3,5,5
18TH ST,DIAMOND,NE,WB,0,25818000,18TH ST & DIAMOND,,,,,,,POINT (-122.43718 37.760754),38,38,3,5,5
DIAMOND,17TH ST,SE,NB,0,25828000,DIAMOND ST & 17TH ST,,,,,,,POINT (-122.43733 37.76235),38,38,7,5,5
COLLINGWOOD,MARKET,SE,NB,0,25820000,COLLINGWOOD & MARKET,,,,,,,POINT (-122.436226 37.762135),38,38,3,5,5
18TH ST,COLLINGWOOD,SW,EB,0,25815000,18TH ST & COLLINGWOOD,,,,,,,POINT (-122.436104 37.76082),38,38,3,5,5
COLLINGWOOD,18TH ST,,NB,,25815000,COLLINGWOOD & 18TH ST,,,,,,,POINT (-122.436104 37.76082),38,38,3,5,5
17TH ST,NOE,NE,WB,0,25803000,17TH ST & NOE,,,,,,,POINT (-122.43294 37.76261),38,38,3,5,5
18TH ST,HARTFORD,NE,WB,,25792000,18TH ST & HARTFORD,,,,,,,POINT (-122.43389 37.76095),38,38,3,5,5
17TH ST,DIAMOND,SE,WB,,25828000,17TH ST & DIAMOND,,,,,,,POINT (-122.43733 37.76235),38,38,7,5,5
41ST AVE,QUINTARA,NW,SB,,23473000,41ST AVE & QUINTARA,,,,,,,POINT (-122.49964 37.7476),39,39,10,7,35
33RD AVE,PACHECO,NW,SB,0,23403000,33RD AVE & PACHECO,,,,,,,POINT (-122.491196 37.749844),39,39,10,7,35
23RD AVE,KIRKHAM,SE,NB,0,27410000,23RD AVE & KIRKHAM,,,,,,,POINT (-122.48113 37.75964),39,39,10,7,35
47TH AVE,SANTIAGO,NW,SB,3S,23508000,47TH AVE & SANTIAGO,,,,I,,,POINT (-122.50581 37.74359),39,39,10,7,35
38TH AVE,JUDAH,SE,NB,0,27782000,38TH AVE & JUDAH,,,,,,,POINT (-122.49734 37.7608),39,39,10,7,35
41ST AVE,RIVERA,SE,NB,0,23470000,41ST AVE & RIVERA,,,,,,,POINT (-122.49951 37.745735),39,39,10,7,35
20TH AVE,LAWTON,,EB,,27345000,20TH AVE & LAWTON,,,,,,,POINT (-122.47779 37.757915),39,39,10,7,35
LOWER GREAT HWY,ORTEGA ST,SE,NB,,27926000,LOWER GREAT HIGHWAY & ORTEGA ST,20210604000000,,6418,L,,,POINT (-122.50817 37.750965),39,39,10,7,35
LAWTON,43RD AVE,NE,WB,0,27777000,LAWTON ST & 43RD AVE,,,,,,,POINT (-122.50243 37.75683),39,39,10,7,35
42ND AVE,PACHECO,NW,SB,,23484000,42ND AVE & PACHECO,,,,,,,POINT (-122.50085 37.74942),39,39,10,7,35
IRVING,41ST AVE,SW,WB,0,27798000,IRVING ST & 41ST AVE,,,,I,,,POINT (-122.50069 37.762516),39,39,10,7,35
28TH AVE,KIRKHAM,SE,NB,9S,27429000,28TH AVE & KIRKHAM,,,,,,,POINT (-122.486496 37.759403),39,39,10,7,35
37TH AVE,PACHECO,NW,SB,0,23422000,37TH AVE & PACHECO,,,,,,,POINT (-122.49548 37.749657),39,39,10,7,35
46TH AVE,MORAGA,NW,SB,,27931000,46TH AVE & MORAGA ST,20200904000000,,6291,I,20-01239,20201007000000,POINT (-122.50552 37.754826),39,39,10,7,35
45TH AVE,LAWTON,SE,NB,0,27933000,45TH AVE & LAWTON,,,,,,,POINT (-122.50458 37.756737),39,39,10,7,35
LAWTON,21ST AVE,SW,EB,0,27346000,21ST AVE & LAWTON,20210108000000,,6351,I,21-01794,20210210000000,POINT (-122.47886 37.757866),39,39,10,7,35
43RD AVE,ORTEGA,,NB,,27765000,43RD AVE & ORTEGA,,,,,,,POINT (-122.502045 37.751236),39,39,10,7,35
IRVING,43RD AVE,SW,WB,0,27802000,IRVING ST & 43RD AVE,,,,I,,,POINT (-122.50283 37.76242),39,39,10,7,35
47TH AVE,SANTIAGO,SE,NB,0,23508000,47TH AVE & SANTIAGO,,,,I,,,POINT (-122.50581 37.74359),39,39,10,7,35
MORAGA,47TH AVE,NE,WB,0,27936000,47TH AVE & MORAGA,20210219000000,,6366,I,21-01822,20210304000000,POINT (-122.50659 37.75478),39,39,10,7,35
34TH AVE,ORTEGA,NW,SB,0,27689000,34TH AVE & ORTEGA,,,,,,,POINT (-122.4924 37.751656),39,39,10,7,35
LAWTON,45TH AVE,NE,WB,0,27933000,LAWTON ST & 45TH AVE,,,,,,,POINT (-122.50458 37.756737),39,39,10,7,35
32ND AVE,ORTEGA,NW,SB,,27677000,32ND AVE & ORTEGA,,,,,,,POINT (-122.49026 37.751755),39,39,10,7,35
JUDAH ST,43RD AVE,SW,EB,0,27800000,JUDAH ST & 43RD AVE,,,,,,,POINT (-122.5027 37.760563),39,39,10,7,35
48TH AVE,NORIEGA,SE,NB,0,27928000,48TH AVE & NORIEGA,,,,,,,POINT (-122.50753 37.752865),39,39,10,7,35
45TH AVE,IRVING ST,NW,SB,0,27948000,45TH AVE & IRVING ST,,,,,,,POINT (-122.504974 37.76233),39,39,10,7,35
45TH AVE,LAWTON,NW,SB,0,27933000,45TH AVE & LAWTON,,,,,,,POINT (-122.50458 37.756737),39,39,10,7,35
33RD AVE,LINCOLN,SE,NB,0,27740000,33RD AVE & LINCOLN,,,,,,,POINT (-122.49224 37.764774),39,39,10,7,35
47TH AVE,LAWTON,NW,SB,0,27937000,47TH AVE & LAWTON,,,,,,,POINT (-122.50672 37.75664),39,39,10,7,35
30TH AVE,JUDAH,NW,SB,0,27711000,30TH AVE & JUDAH ST,,,,I,,,POINT (-122.48877 37.761177),39,39,10,7,35
IRVING,22ND AVE,SW,EB,0,27417000,IRVING ST & 22ND AVE,,,,,,,POINT (-122.48032 37.763416),39,39,10,7,35
45TH AVE,NORIEGA ST,SE,NB,,27923000,45TH AVE & NORIEGA ST,,,,,,,POINT (-122.50432 37.753006),39,39,10,7,35
37TH AVE,IRVING,SE,NB,0,27743000,37TH AVE & IRVING,,,,,,,POINT (-122.4964 37.762707),39,39,10,7,35
46TH AVE,SANTIAGO,NW,SB,,23507000,46TH AVE & SANTIAGO ST,,,,I,19-7535,20191009000000,POINT (-122.50474 37.743637),39,39,10,7,35
47TH AVE,QUINTARA,NW,SB,0,23516000,47TH AVE & QUINTARA,,,,,,,POINT (-122.50607 37.747314),39,39,10,7,35
37TH AVE,QUINTARA,SE,NB,0,23419000,37TH AVE & QUINTARA,,,,,,,POINT (-122.49535 37.747787),39,39,10,7,35
48TH AVE,ORTEGA,SE,NB,0,27925000,48TH AVE & ORTEGA,,,,,,,POINT (-122.5074 37.751),39,39,10,7,35
37TH AVE,TARAVAL,SE,NB,0,23385000,37TH AVE & TARAVAL,,,,,,,POINT (-122.494965 37.742195),39,39,10,7,35
